"","views","mature","life_time","created_at","updated_at","numeric_id","dead_account","language","affiliate"
"109078",3739,0,1251,"2015-05-10","2018-10-12",109077,0,"EN",0
"25387",358,0,420,"2017-08-15","2018-10-09",25386,0,"EN",0
"46587",1796,1,736,"2016-10-06","2018-10-12",46586,0,"EN",1
"49079",2900,1,981,"2016-02-02","2018-10-10",49078,0,"EN",0
"99079",24884,0,2712,"2011-05-10","2018-10-12",99078,0,"EN",1
"92234",11473,0,896,"2016-04-29","2018-10-12",92233,0,"EN",1
"71155",2350,0,2876,"2010-06-27","2018-05-12",71154,1,"EN",0
"135050",4947,0,655,"2016-12-26","2018-10-12",135049,0,"EN",1
"63448",67877,0,2095,"2013-01-16","2018-10-12",63447,0,"EN",1
"48271",181,0,1033,"2015-12-06","2018-10-04",48270,0,"EN",0
"167805",1832,1,2730,"2011-04-17","2018-10-07",167804,0,"EN",0
"79261",3426,1,972,"2016-02-13","2018-10-12",79260,0,"EN",1
"60666",1038,1,1329,"2015-02-01","2018-09-22",60665,0,"EN",0
"87934",954,0,2158,"2012-11-09","2018-10-07",87933,0,"EN",0
"151289",14170,0,1426,"2014-11-16","2018-10-12",151288,0,"NL",1
"7348",70068,1,2031,"2012-12-06","2018-06-29",7347,1,"EN",0
"31210",181633,0,1513,"2014-08-21","2018-10-12",31209,0,"EN",0
"90769",18223,1,1016,"2015-12-30","2018-10-11",90768,0,"DE",1
"64821",158,0,943,"2016-02-13","2018-09-13",64820,0,"EN",0
"34204",8248,0,2810,"2011-02-01","2018-10-12",34203,0,"EN",0
"136422",2739,0,344,"2017-11-02","2018-10-12",136421,0,"EN",1
"114288",3083,0,584,"2017-03-07","2018-10-12",114287,0,"EN",1
"161845",516,0,1411,"2014-12-01","2018-10-12",161844,0,"EN",0
"23816",2469,0,2170,"2012-10-29","2018-10-08",23815,0,"EN",0
"56541",650,1,1008,"2015-12-29","2018-10-02",56540,0,"EN",1
"45341",12550,1,1529,"2014-07-04","2018-09-10",45340,0,"EN",1
"41986",6977,1,987,"2016-01-28","2018-10-11",41985,0,"EN",1
"32123",11108,0,1421,"2014-11-16","2018-10-07",32122,0,"EN",1
"12969",449,0,1734,"2013-12-25","2018-09-24",12968,0,"EN",0
"36649",119870,0,2264,"2012-07-30","2018-10-11",36648,0,"EN",0
"103171",106,0,1192,"2015-04-22","2018-07-27",103170,0,"EN",0
"42751",10332,1,1538,"2014-07-27","2018-10-12",42750,0,"EN",1
"140970",2910,1,1063,"2015-11-05","2018-10-03",140969,0,"EN",1
"108743",29257,0,978,"2016-02-07","2018-10-12",108742,0,"EN",1
"157719",3248,0,1743,"2014-01-03","2018-10-12",157718,0,"EN",1
"8020",1774,0,664,"2016-12-17","2018-10-12",8019,0,"EN",1
"62765",2389,1,2631,"2011-07-10","2018-09-22",62764,0,"EN",1
"70238",3722,0,1254,"2015-05-07","2018-10-12",70237,0,"EN",0
"43536",837,0,957,"2016-02-28","2018-10-12",43535,0,"EN",1
"103380",1030,0,1212,"2015-06-18","2018-10-12",103379,0,"EN",1
"14222",1978,0,645,"2017-01-01","2018-10-08",14221,0,"EN",0
"166319",1655,1,1174,"2015-07-26","2018-10-12",166318,0,"DE",0
"38839",9881,0,2378,"2012-03-31","2018-10-04",38838,0,"EN",0
"117336",755,0,1914,"2013-07-05","2018-10-01",117335,0,"EN",0
"98305",2656,0,2079,"2013-02-01","2018-10-12",98304,0,"EN",0
"4923",4007,1,2075,"2013-02-01","2018-10-08",4922,0,"EN",1
"72263",634,1,1164,"2015-07-24","2018-09-30",72262,0,"EN",1
"8512",703,1,1894,"2013-07-11","2018-09-17",8511,0,"EN",0
"134469",10097,1,3092,"2010-04-13","2018-09-30",134468,0,"EN",0
"146454",5508,0,2079,"2013-02-01","2018-10-12",146453,0,"EN",1
"109755",7667,1,2375,"2012-04-10","2018-10-11",109754,0,"EN",1
"38187",657,0,1645,"2014-04-11","2018-10-12",38186,0,"EN",0
"58838",977,0,401,"2017-09-06","2018-10-12",58837,0,"EN",0
"13087",2881,1,1230,"2015-05-31","2018-10-12",13086,0,"EN",1
"143679",134113,1,1776,"2013-11-17","2018-09-28",143678,0,"EN",0
"45594",16820,0,1737,"2014-01-07","2018-10-10",45593,0,"EN",1
"121837",259396,0,1881,"2013-08-18","2018-10-12",121836,0,"EN",0
"114247",2496,0,642,"2017-01-08","2018-10-12",114246,0,"EN",1
"12936",6550,1,1011,"2016-01-05","2018-10-12",12935,0,"EN",1
"9570",569,0,2011,"2013-04-09","2018-10-11",9569,0,"EN",0
"135106",2536,0,1276,"2015-04-03","2018-09-30",135105,0,"EN",0
"32702",2502,0,1043,"2015-12-03","2018-10-11",32701,0,"EN",1
"29285",47539,0,1241,"2015-05-20","2018-10-12",29284,0,"EN",0
"120849",5020,1,1913,"2013-07-16","2018-10-11",120848,0,"EN",1
"142497",8109,0,2005,"2013-04-16","2018-10-12",142496,0,"EN",1
"130491",1565,1,1653,"2014-03-29","2018-10-07",130490,0,"EN",1
"103407",1682,0,592,"2017-02-27","2018-10-12",103406,0,"EN",1
"22373",2125,1,1117,"2015-09-15","2018-10-06",22372,0,"EN",1
"10947",860,1,2270,"2012-07-11","2018-09-28",10946,0,"EN",0
"21383",33654,0,2364,"2012-04-21","2018-10-11",21382,0,"EN",1
"31248",1591,1,2014,"2013-04-02","2018-10-07",31247,0,"EN",0
"37033",12050,1,2074,"2013-02-06","2018-10-12",37032,0,"EN",0
"25659",3778,0,553,"2017-03-07","2018-09-11",25658,0,"EN",1
"135446",13421,0,1874,"2013-06-04","2018-07-22",135445,0,"EN",1
"41984",736,0,1170,"2015-07-30","2018-10-12",41983,0,"EN",1
"83140",4328,1,659,"2016-12-20","2018-10-10",83139,0,"EN",1
"75237",7754,1,918,"2016-04-05","2018-10-10",75236,0,"EN",1
"105114",3419,0,1362,"2015-01-19","2018-10-12",105113,0,"EN",0
"39096",36808,0,1820,"2013-09-10","2018-09-04",39095,0,"EN",1
"92785",469,1,1276,"2015-04-12","2018-10-09",92784,0,"EN",0
"46064",3688,0,1680,"2014-02-23","2018-09-30",46063,0,"EN",0
"95159",352848,0,2228,"2012-09-05","2018-10-12",95158,0,"EN",0
"14009",273,1,1947,"2013-05-29","2018-09-27",14008,0,"EN",0
"18295",22231,0,1955,"2013-06-05","2018-10-12",18294,0,"EN",1
"32248",1006,0,1407,"2014-12-05","2018-10-12",32247,0,"EN",0
"89184",499,1,206,"2018-03-15","2018-10-07",89183,0,"EN",0
"111113",734,0,1714,"2014-01-26","2018-10-06",111112,0,"EN",0
"102117",9082,0,873,"2016-05-22","2018-10-12",102116,0,"EN",1
"110886",4327,1,973,"2016-02-12","2018-10-12",110885,0,"EN",1
"4561",620,0,1235,"2015-05-21","2018-10-07",4560,0,"EN",0
"153831",2935,0,1720,"2014-01-26","2018-10-12",153830,0,"ES",0
"82545",267447,1,2184,"2012-10-19","2018-10-12",82544,0,"EN",0
"44694",10948,1,2133,"2012-12-09","2018-10-12",44693,0,"EN",1
"35629",32225,0,2626,"2011-08-04","2018-10-12",35628,0,"EN",1
"121443",227,1,1005,"2016-01-03","2018-10-04",121442,0,"EN",0
"24884",17969,0,2297,"2012-06-28","2018-10-12",24883,0,"EN",1
"110984",173647,0,1298,"2015-03-24","2018-10-12",110983,0,"EN",0
"19256",572,1,1561,"2014-07-04","2018-10-12",19255,0,"EN",0
"113952",215,0,1615,"2014-05-11","2018-10-12",113951,0,"EN",0
"150120",546,1,1147,"2015-08-18","2018-10-08",150119,0,"EN",1
"1589",139,0,2383,"2012-03-21","2018-09-29",1588,0,"EN",0
"54752",8136,1,1626,"2014-04-11","2018-09-23",54751,0,"EN",0
"736",770,1,1895,"2013-07-25","2018-10-02",735,0,"EN",1
"98871",677,0,1874,"2013-07-29","2018-09-15",98870,0,"EN",0
"15549",27320,1,1949,"2013-06-11","2018-10-12",15548,0,"EN",1
"38416",5737,1,2554,"2011-10-15","2018-10-12",38415,0,"EN",0
"1090",10149,1,1310,"2015-03-12","2018-10-12",1089,0,"EN",1
"88131",1135,0,1305,"2015-03-12","2018-10-07",88130,0,"EN",1
"50732",17130,1,2396,"2012-03-21","2018-10-12",50731,0,"EN",1
"53786",4953,1,2348,"2012-05-01","2018-10-05",53785,0,"EN",1
"129133",1696,1,1128,"2015-09-05","2018-10-07",129132,0,"EN",1
"121189",900,0,1892,"2013-08-07","2018-10-12",121188,0,"EN",0
"127745",9263,0,1685,"2014-02-19","2018-10-01",127744,0,"EN",1
"113704",17070,0,886,"2016-05-08","2018-10-11",113703,0,"EN",1
"24196",153,1,1837,"2013-09-29","2018-10-10",24195,0,"EN",0
"42253",14875,0,2057,"2013-02-21","2018-10-10",42252,0,"EN",1
"5660",118550,1,2878,"2010-11-25","2018-10-12",5659,0,"EN",1
"147075",10545,1,1020,"2015-12-27","2018-10-12",147074,0,"EN",1
"10213",1377,0,2131,"2012-11-18","2018-09-19",10212,0,"EN",0
"65342",2577,1,1678,"2014-03-09","2018-10-12",65341,0,"EN",1
"41523",442,0,948,"2016-03-07","2018-10-11",41522,0,"EN",1
"74668",571,0,1157,"2015-07-16","2018-09-15",74667,0,"EN",0
"120073",1175,1,1012,"2015-12-23","2018-09-30",120072,0,"EN",1
"110318",2603,1,1408,"2014-12-04","2018-10-12",110317,0,"EN",1
"143559",8974,0,659,"2016-12-22","2018-10-12",143558,0,"EN",1
"142362",1484,0,1286,"2013-01-24","2016-08-02",142361,1,"EN",0
"66126",72732,0,1750,"2013-12-19","2018-10-04",66125,0,"EN",0
"84576",12967,1,1909,"2013-07-20","2018-10-11",84575,0,"EN",0
"80887",23938,1,2400,"2012-03-11","2018-10-06",80886,0,"EN",1
"156554",5439,1,578,"2017-01-29","2018-08-30",156553,0,"FR",1
"93873",6966,1,912,"2016-04-13","2018-10-12",93872,0,"EN",1
"162385",5449,0,2701,"2011-05-04","2018-09-25",162384,0,"EN",0
"108985",660,0,1102,"2015-10-06","2018-10-12",108984,0,"EN",0
"15661",69633,0,860,"2016-06-03","2018-10-11",15660,0,"EN",1
"26687",582,1,2312,"2012-06-12","2018-10-11",26686,0,"EN",0
"160518",8520,1,668,"2016-12-13","2018-10-12",160517,0,"DE",1
"54144",3612,1,1634,"2014-04-01","2018-09-21",54143,0,"EN",1
"6059",17426,0,2363,"2012-03-11","2018-08-30",6058,0,"EN",0
"138263",47,1,606,"2017-02-10","2018-10-09",138262,0,"EN",0
"32604",247235,1,3006,"2010-07-20","2018-10-12",32603,0,"EN",0
"119735",2806,0,2147,"2012-09-16","2018-08-03",119734,0,"EN",0
"22261",10681,0,1122,"2015-09-16","2018-10-12",22260,0,"EN",1
"46221",429,0,1434,"2013-08-07","2017-07-11",46220,1,"OTHER",0
"29767",5560,1,2290,"2012-07-01","2018-10-08",29766,0,"EN",0
"160068",1284,0,1193,"2015-07-07","2018-10-12",160067,0,"EN",0
"117447",499963,1,2132,"2012-12-10","2018-10-12",117446,0,"EN",1
"45638",2643,1,2845,"2010-11-25","2018-09-09",45637,0,"EN",0
"32783",2143,1,1874,"2013-08-24","2018-10-11",32782,0,"EN",1
"54068",2799,0,1576,"2014-06-08","2018-10-01",54067,0,"EN",1
"54816",40552,1,1001,"2016-01-15","2018-10-12",54815,0,"EN",1
"20925",5590,1,1117,"2015-09-12","2018-10-03",20924,0,"EN",1
"42882",2799,0,1334,"2015-02-16","2018-10-12",42881,0,"NL",1
"86601",4513,0,2385,"2012-03-31","2018-10-11",86600,0,"EN",1
"81593",1825,0,2294,"2012-05-22","2018-09-02",81592,0,"EN",1
"105362",551,0,1017,"2015-12-26","2018-10-08",105361,0,"EN",0
"60134",80,1,1044,"2015-12-03","2018-10-12",60133,0,"EN",0
"29656",5764,0,1955,"2013-06-05","2018-10-12",29655,0,"EN",0
"19202",21292,0,3281,"2009-10-18","2018-10-12",19201,0,"EN",0
"139772",27193,1,2265,"2012-07-30","2018-10-12",139771,0,"EN",0
"18940",3098,1,1222,"2015-06-06","2018-10-10",18939,0,"EN",0
"84598",1653,1,978,"2016-02-07","2018-10-12",84597,0,"EN",1
"36612",838,0,1665,"2013-10-26","2018-05-18",36611,1,"EN",0
"23452",16406,0,1877,"2013-08-22","2018-10-12",23451,0,"EN",1
"134895",2202,1,2128,"2012-09-16","2018-07-15",134894,0,"EN",0
"71678",4610,0,1038,"2015-12-09","2018-10-12",71677,0,"EN",1
"128821",245,0,1026,"2015-12-19","2018-10-10",128820,0,"EN",0
"160903",1671,1,1526,"2014-08-08","2018-10-12",160902,0,"PT",0
"98562",2722,0,476,"2017-06-23","2018-10-12",98561,0,"EN",1
"135136",4624,0,1408,"2014-12-01","2018-10-09",135135,0,"EN",0
"30579",44495,1,1615,"2014-05-11","2018-10-12",30578,0,"EN",1
"5257",14334,1,2860,"2010-12-12","2018-10-11",5256,0,"EN",0
"81631",42258,1,1908,"2013-07-22","2018-10-12",81630,0,"PT",1
"62652",5259,0,2926,"2010-09-27","2018-10-01",62651,0,"EN",0
"108515",13177,0,1378,"2015-01-03","2018-10-12",108514,0,"EN",1
"117608",1205,0,1941,"2013-04-23","2018-08-16",117607,0,"EN",0
"59772",219,0,713,"2016-10-29","2018-10-12",59771,0,"EN",0
"48448",9629,0,1913,"2013-07-17","2018-10-12",48447,0,"EN",1
"54025",2620,0,1728,"2014-01-10","2018-10-04",54024,0,"EN",0
"138479",13199,0,802,"2016-08-01","2018-10-12",138478,0,"EN",1
"26680",260991,0,739,"2016-10-03","2018-10-12",26679,0,"EN",0
"74605",18568,1,1147,"2015-08-22","2018-10-12",74604,0,"EN",1
"58968",483,1,1896,"2013-08-02","2018-10-11",58967,0,"EN",0
"167074",6435,0,1427,"2014-11-08","2018-10-05",167073,0,"EN",1
"72791",4486,0,1766,"2013-12-11","2018-10-12",72790,0,"EN",1
"26421",2605,1,1734,"2014-01-12","2018-10-12",26420,0,"EN",1
"118078",70500,0,2349,"2012-04-01","2018-09-06",118077,0,"EN",1
"33643",4990,0,1491,"2014-09-09","2018-10-09",33642,0,"EN",1
"125249",11887,0,1604,"2014-05-22","2018-10-12",125248,0,"EN",1
"151291",3151,1,1077,"2015-10-30","2018-10-11",151290,0,"EN",1
"24465",6174,0,1631,"2014-04-22","2018-10-09",24464,0,"EN",1
"3394",1719,0,2173,"2012-10-08","2018-09-20",3393,0,"EN",0
"135355",2449,0,1806,"2013-11-01","2018-10-12",135354,0,"EN",1
"2401",4397,0,510,"2017-05-20","2018-10-12",2400,0,"EN",1
"45942",20388,0,1925,"2013-07-05","2018-10-12",45941,0,"EN",1
"24602",27304,1,2313,"2012-06-12","2018-10-12",24601,0,"EN",1
"27015",21431,0,1812,"2013-10-06","2018-09-22",27014,0,"EN",0
"32099",36282,1,1575,"2014-06-20","2018-10-12",32098,0,"EN",1
"87886",2246,0,1869,"2013-08-30","2018-10-12",87885,0,"EN",1
"154277",13124,1,1631,"2014-04-21","2018-10-08",154276,0,"EN",0
"20194",2708,0,421,"2017-08-17","2018-10-12",20193,0,"EN",1
"152650",7119,1,1825,"2013-10-13","2018-10-12",152649,0,"EN",1
"16613",76,1,975,"2015-11-22","2018-07-24",16612,0,"EN",0
"143283",314,1,1010,"2015-12-09","2018-09-14",143282,0,"EN",0
"129535",3404,0,2067,"2013-01-07","2018-09-05",129534,0,"EN",0
"23456",1676,1,2836,"2011-01-02","2018-10-08",23455,0,"EN",0
"163930",1691,1,1748,"2013-12-20","2018-10-03",163929,0,"EN",0
"48079",130,0,1432,"2014-11-05","2018-10-07",48078,0,"EN",0
"63410",3593,1,1375,"2014-12-14","2018-09-19",63409,0,"EN",1
"142385",28609,0,1194,"2015-07-01","2018-10-07",142384,0,"NL",1
"103914",8464,1,1272,"2015-04-19","2018-10-12",103913,0,"DE",1
"132441",1347,1,1922,"2013-07-06","2018-10-10",132440,0,"EN",1
"143956",898,0,2363,"2012-04-21","2018-10-10",143955,0,"EN",1
"7729",1051,0,2384,"2012-04-02","2018-10-12",7728,0,"EN",0
"39835",4561,0,1989,"2013-05-01","2018-10-11",39834,0,"EN",1
"28678",16742,0,1896,"2013-05-29","2018-08-07",28677,0,"EN",0
"38873",515,0,642,"2016-12-26","2018-09-29",38872,0,"EN",1
"45025",619,0,1266,"2015-04-08","2018-09-25",45024,0,"OTHER",0
"20171",138456,0,1663,"2014-03-24","2018-10-12",20170,0,"IT",0
"1604",13842,0,885,"2016-05-10","2018-10-12",1603,0,"EN",1
"36336",5489,1,1026,"2015-12-03","2018-09-24",36335,0,"EN",1
"32926",153631,0,3011,"2010-07-15","2018-10-12",32925,0,"EN",1
"109924",4858,1,1936,"2013-06-24","2018-10-12",109923,0,"EN",1
"105414",281,1,2525,"2011-10-28","2018-09-26",105413,0,"EN",0
"146895",2269,1,2899,"2010-11-03","2018-10-11",146894,0,"EN",1
"98555",1693,0,1922,"2013-07-07","2018-10-11",98554,0,"DE",0
"94984",1644,0,2566,"2011-10-03","2018-10-12",94983,0,"EN",0
"29857",303,0,594,"2017-02-24","2018-10-11",29856,0,"EN",0
"128204",27706,0,2062,"2013-02-17","2018-10-11",128203,0,"EN",1
"85706",245,0,1223,"2015-04-30","2018-09-04",85705,0,"EN",0
"47030",44069,1,2683,"2011-05-17","2018-09-20",47029,0,"EN",1
"97462",1580,1,1210,"2015-05-03","2018-08-25",97461,0,"EN",0
"156221",31420,0,1266,"2015-04-25","2018-10-12",156220,0,"EN",1
"168069",2393,1,1877,"2013-05-01","2018-06-21",168068,1,"EN",0
"31062",23676,0,3524,"2009-02-12","2018-10-07",31061,0,"PT",1
"163068",8359,1,647,"2017-01-03","2018-10-12",163067,0,"EN",0
"71673",563,0,1244,"2015-05-16","2018-10-11",71672,0,"EN",0
"50775",1175,0,1818,"2013-10-20","2018-10-12",50774,0,"EN",0
"48546",3969,0,926,"2016-03-30","2018-10-12",48545,0,"EN",1
"148701",4437,1,1285,"2015-04-03","2018-10-09",148700,0,"EN",0
"40861",4274,0,661,"2016-12-20","2018-10-12",40860,0,"EN",1
"91966",677,0,1411,"2014-11-28","2018-10-09",91965,0,"EN",0
"130154",2271,0,1532,"2014-08-02","2018-10-12",130153,0,"EN",1
"42335",1550,0,1251,"2015-05-06","2018-10-08",42334,0,"EN",1
"80411",49885,1,2492,"2011-12-16","2018-10-12",80410,0,"EN",1
"150960",6505,0,1094,"2015-10-03","2018-10-01",150959,0,"EN",1
"453",5225,0,1233,"2015-05-28","2018-10-12",452,0,"EN",1
"1720",1673,0,1256,"2015-05-04","2018-10-11",1719,0,"EN",1
"114571",4513,0,1771,"2013-12-06","2018-10-12",114570,0,"EN",0
"147462",855,0,2203,"2012-09-29","2018-10-11",147461,0,"EN",0
"148659",3074,0,1666,"2014-03-21","2018-10-12",148658,0,"EN",1
"47447",718,0,804,"2016-07-21","2018-10-03",47446,0,"EN",0
"93361",53780,1,841,"2016-06-22","2018-10-11",93360,0,"TR",1
"32673",1877,0,1408,"2014-07-15","2018-05-23",32672,1,"EN",0
"165583",1659,0,2227,"2012-09-03","2018-10-09",165582,0,"EN",0
"156771",4492,1,1987,"2013-05-01","2018-10-09",156770,0,"EN",0
"79192",334,0,1379,"2015-01-02","2018-10-12",79191,0,"EN",0
"26892",76359,1,1711,"2014-02-04","2018-10-12",26891,0,"EN",1
"136407",8821,1,1911,"2013-07-18","2018-10-11",136406,0,"EN",1
"146264",5314860,0,3263,"2009-11-05","2018-10-12",146263,0,"EN",0
"61283",843,1,1854,"2013-09-05","2018-10-03",61282,0,"EN",1
"166415",1279,1,1447,"2014-08-17","2018-08-03",166414,0,"EN",0
"147643",418705,0,1086,"2015-10-22","2018-10-12",147642,0,"EN",0
"31701",2241,0,848,"2016-06-16","2018-10-12",31700,0,"EN",1
"26633",8219,1,1296,"2015-03-24","2018-10-10",26632,0,"EN",1
"143291",2873,0,978,"2016-02-05","2018-10-10",143290,0,"EN",0
"78576",16439,0,2429,"2012-01-20","2018-09-14",78575,0,"EN",0
"78707",19405,0,740,"2016-10-02","2018-10-12",78706,0,"IT",1
"2201",11050,0,996,"2016-01-20","2018-10-12",2200,0,"EN",1
"144933",781,0,1383,"2014-12-28","2018-10-11",144932,0,"EN",0
"33995",1171,1,1926,"2013-06-19","2018-09-27",33994,0,"EN",1
"154816",33106,1,1506,"2014-08-28","2018-10-12",154815,0,"EN",1
"110800",36059,0,1650,"2014-04-03","2018-10-09",110799,0,"EN",1
"119423",2318,0,2011,"2013-04-10","2018-10-12",119422,0,"EN",1
"68330",1104,0,597,"2017-02-10","2018-09-30",68329,0,"EN",1
"142184",1434,1,2201,"2012-08-26","2018-09-05",142183,0,"EN",0
"42587",1358,1,1108,"2015-09-30","2018-10-12",42586,0,"EN",0
"124293",2989,1,1344,"2015-01-25","2018-09-30",124292,0,"EN",0
"34268",5478,0,1655,"2014-03-02","2018-09-12",34267,0,"EN",0
"36643",23456,1,2056,"2013-02-24","2018-10-12",36642,0,"EN",1
"13605",5448,0,896,"2016-04-29","2018-10-12",13604,0,"EN",1
"28606",386,0,1463,"2014-10-10","2018-10-12",28605,0,"EN",0
"133557",717,0,1024,"2015-11-19","2018-09-08",133556,0,"EN",0
"10955",1918285,1,1440,"2014-11-02","2018-10-12",10954,0,"EN",0
"142437",16469,0,1791,"2013-11-16","2018-10-12",142436,0,"EN",1
"89643",287,0,845,"2016-06-19","2018-10-12",89642,0,"EN",0
"14076",8499,0,1322,"2015-02-28","2018-10-12",14075,0,"EN",1
"100472",1096,0,1400,"2014-12-04","2018-10-04",100471,0,"PT",0
"144991",196,0,1470,"2014-09-17","2018-09-26",144990,0,"EN",0
"133182",10515,0,1373,"2014-11-05","2018-08-09",133181,0,"EN",0
"61131",998,1,2410,"2012-02-21","2018-09-27",61130,0,"EN",0
"99230",1868,1,945,"2016-03-10","2018-10-11",99229,0,"EN",1
"49319",510,0,1149,"2015-08-20","2018-10-12",49318,0,"EN",0
"87214",526,0,1258,"2015-04-13","2018-09-22",87213,0,"EN",0
"364",3826,0,1433,"2014-11-09","2018-10-12",363,0,"EN",1
"101013",1216,0,2423,"2012-02-11","2018-09-30",101012,0,"EN",0
"44477",378,1,1353,"2014-12-09","2018-08-23",44476,0,"EN",0
"155696",147,1,2444,"2012-01-30","2018-10-09",155695,0,"EN",0
"107750",608,0,2123,"2012-05-02","2018-02-23",107749,1,"EN",0
"40746",930,0,1315,"2015-03-02","2018-10-07",40745,0,"EN",0
"24770",5049,1,1059,"2015-11-18","2018-10-12",24769,0,"EN",1
"48127",12515,1,2071,"2013-02-09","2018-10-12",48126,0,"EN",1
"134076",2431,0,2055,"2013-02-25","2018-10-12",134075,0,"EN",1
"41494",5296,1,3108,"2010-04-04","2018-10-07",41493,0,"EN",0
"96423",10793,1,1187,"2015-07-13","2018-10-12",96422,0,"EN",1
"148629",966,1,1680,"2014-03-02","2018-10-07",148628,0,"EN",0
"50228",13192,1,2452,"2012-01-21","2018-10-08",50227,0,"EN",1
"70108",1547,0,1153,"2015-08-16","2018-10-12",70107,0,"EN",0
"39878",1375,0,2002,"2013-04-17","2018-10-10",39877,0,"EN",0
"99615",1800,1,2686,"2011-05-27","2018-10-03",99614,0,"EN",1
"26644",41601,0,1115,"2015-09-23","2018-10-12",26643,0,"EN",1
"2250",445,0,802,"2016-06-16","2018-08-27",2249,0,"EN",0
"140132",11801,0,1478,"2014-09-21","2018-10-08",140131,0,"EN",1
"41169",19200,0,1339,"2015-02-11","2018-10-12",41168,0,"ES",0
"54118",2604,0,1509,"2014-08-24","2018-10-11",54117,0,"EN",1
"64480",1699,1,1179,"2015-07-21","2018-10-12",64479,0,"EN",0
"132393",13110,1,813,"2016-07-21","2018-10-12",132392,0,"EN",1
"163040",70112,1,2071,"2013-02-09","2018-10-12",163039,0,"EN",1
"70135",17885,1,1465,"2014-10-08","2018-10-12",70134,0,"EN",1
"82147",1359,0,1048,"2015-11-29","2018-10-12",82146,0,"EN",0
"71394",208,0,776,"2016-08-14","2018-09-29",71393,0,"EN",0
"80833",3625,0,1354,"2015-01-27","2018-10-12",80832,0,"EN",0
"140993",38345,1,1011,"2016-01-05","2018-10-12",140992,0,"EN",1
"28117",1549,1,706,"2016-11-05","2018-10-12",28116,0,"EN",1
"40470",3561,0,1300,"2015-03-22","2018-10-12",40469,0,"EN",1
"66142",641,0,890,"2016-03-19","2018-08-26",66141,0,"EN",0
"40400",6986,0,2072,"2013-02-01","2018-10-05",40399,0,"EN",0
"137401",32162,0,2326,"2012-05-02","2018-09-14",137400,0,"EN",0
"102207",24465,0,2076,"2013-02-04","2018-10-12",102206,0,"EN",0
"75503",159109,1,927,"2016-03-27","2018-10-10",75502,0,"EN",1
"161661",2581,0,2039,"2013-03-04","2018-10-03",161660,0,"EN",0
"5022",4234,0,1907,"2013-07-23","2018-10-12",5021,0,"EN",0
"79484",444,0,611,"2017-02-07","2018-10-11",79483,0,"EN",0
"89259",155,1,1612,"2014-05-06","2018-10-04",89258,0,"EN",0
"124689",1468,1,1731,"2014-01-15","2018-10-12",124688,0,"EN",1
"51421",1575,0,1368,"2015-01-11","2018-10-10",51420,0,"EN",1
"162626",71555,0,1676,"2014-03-10","2018-10-11",162625,0,"EN",0
"113332",22933,1,2385,"2012-03-25","2018-10-05",113331,0,"EN",0
"84448",10453,0,1913,"2013-07-17","2018-10-12",84447,0,"EN",1
"78191",17707,1,872,"2016-05-23","2018-10-12",78190,0,"EN",1
"154694",81897,0,1383,"2014-12-28","2018-10-11",154693,0,"EN",1
"105882",1396,0,1628,"2014-04-27","2018-10-11",105881,0,"EN",1
"70952",1194,1,1405,"2014-11-20","2018-09-25",70951,0,"EN",0
"163099",3446,0,1182,"2015-07-16","2018-10-10",163098,0,"EN",0
"120168",134,0,1289,"2015-04-02","2018-10-12",120167,0,"EN",0
"21830",987,0,857,"2016-06-07","2018-10-12",21829,0,"EN",0
"86866",2041,0,1976,"2013-03-19","2018-08-16",86865,0,"EN",1
"93775",19835,0,2281,"2012-07-12","2018-10-10",93774,0,"EN",0
"136373",4102,0,1076,"2015-11-01","2018-10-12",136372,0,"EN",1
"80062",7167,0,771,"2016-08-30","2018-10-10",80061,0,"EN",1
"10467",74674,0,2146,"2012-11-26","2018-10-12",10466,0,"EN",0
"152750",33650,1,1643,"2014-04-07","2018-10-06",152749,0,"EN",1
"62331",8087,0,1732,"2014-01-08","2018-10-06",62330,0,"EN",1
"85900",1440,1,2803,"2011-02-08","2018-10-12",85899,0,"EN",1
"83883",15447,0,2048,"2013-03-04","2018-10-12",83882,0,"EN",1
"53179",1524,0,674,"2016-12-05","2018-10-10",53178,0,"EN",1
"102737",2380,1,855,"2016-06-09","2018-10-12",102736,0,"EN",1
"125174",665,0,857,"2016-04-29","2018-09-03",125173,0,"EN",0
"47224",6919679,1,2263,"2012-08-01","2018-10-12",47223,0,"EN",0
"74921",1162,0,411,"2017-08-27","2018-10-12",74920,0,"ES",0
"41322",4450,0,1370,"2015-01-11","2018-10-12",41321,0,"EN",1
"87833",5658,1,1885,"2013-08-13","2018-10-11",87832,0,"EN",1
"70520",2086,0,1752,"2013-12-25","2018-10-12",70519,0,"EN",1
"162216",1068,0,1478,"2014-09-25","2018-10-12",162215,0,"EN",0
"62178",9784,0,1885,"2013-08-13","2018-10-11",62177,0,"EN",1
"131133",704,0,2023,"2013-03-23","2018-10-06",131132,0,"EN",0
"116953",2356,1,1257,"2015-05-04","2018-10-12",116952,0,"EN",1
"58622",2088,0,708,"2016-11-03","2018-10-12",58621,0,"EN",1
"74447",673,1,928,"2016-03-10","2018-09-24",74446,0,"EN",0
"89638",3072,0,1740,"2013-12-30","2018-10-05",89637,0,"EN",0
"39307",618,0,2050,"2013-03-02","2018-10-12",39306,0,"EN",1
"54729",218,0,1748,"2013-12-28","2018-10-11",54728,0,"EN",0
